index,capability_id,capability,layer_ids,layers,obligation,activation,primary_mandatory_reference,v3_profile_overlays,authority_owners,design_conformance,runtime_conformance,evidence_status,promotion_state,required_positive_test,required_negative_test,evidence_requirement,rollback_requirement,source_decision_ids,source
109,CAP-110,Personal/Developer Activity Context Capture & Episodic Work Memory,5,"Unified AI Gateway, Model & Memory",MANDATORY,SESSION/PROFILE,Pieces OS local-first `REQ-ADAPTER + REF`; Unified Memory Gateway authority,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-OPENVIKING; PROFILE-SURFSENSE; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-AI-ROUTING; AUTH-REGISTRY; AUTH-MEMORY; AUTH-RESOURCE,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-110-POS,AT-CAP-110-NEG,EVID-CAP-110-CURRENT-HOST,ROLLBACK-CAP-110,DEC-CAP-110; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-AI-001; GC-02; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
110,CAP-111,Generative Media Studio & Creative Workflow Control Surface,9,"Creative Design, Film, DCC & Documents",MANDATORY,SESSION/PROFILE/JOB,Open Generative AI `REQ-ADAPTER + REF`; canonical CreativeWorkflowIR,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-REGISTRY; AUTH-HUMAN; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-111-POS,AT-CAP-111-NEG,EVID-CAP-111-CURRENT-HOST,ROLLBACK-CAP-111,DEC-CAP-111; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
111,CAP-112,Visual Intelligence Generation & Editing,9,"Creative Design, Film, DCC & Documents",MANDATORY,PROFILE/JOB,BFL/FLUX primary reference; FLUX.2 `[klein]` first local candidate; provider-neutral schema,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-DENOISER-RESIDENCY; PROFILE-PROGRESSIVE-FIDELITY; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-REGISTRY; AUTH-HUMAN; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-112-POS,AT-CAP-112-NEG,EVID-CAP-112-CURRENT-HOST,ROLLBACK-CAP-112,DEC-CAP-112; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-AI-004; FA3-MEDIA-002; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
112,CAP-113,Programmable Web-to-Video / Deterministic Motion Graphics,9,"Creative Design, Film, DCC & Documents",MANDATORY,PROFILE/JOB,HyperFrames `REQ-ADAPTER + REF`; deterministic sandboxed renderer,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-REGISTRY; AUTH-HUMAN; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-113-POS,AT-CAP-113-NEG,EVID-CAP-113-CURRENT-HOST,ROLLBACK-CAP-113,DEC-CAP-113; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
113,CAP-114,2D/Hybrid Animation & Stylized Motion,9,"Creative Design, Film, DCC & Documents",MANDATORY,SESSION/PROFILE/JOB,OpenToonz primary REF; Tahoma2D REQ-ADAPTER; Grease Pencil bridge,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-REGISTRY; AUTH-HUMAN; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-114-POS,AT-CAP-114-NEG,EVID-CAP-114-CURRENT-HOST,ROLLBACK-CAP-114,DEC-CAP-114; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
114,CAP-115,Local Voice I/O Studio & Agent Voice Control Surface,10,"Audio, Video, Streaming & Realtime",MANDATORY,SESSION/PROFILE,Voicebox local-first `REQ-ADAPTER + REF`; canonical VoiceSession/VoiceIdentityRef; FA3-PROVIDER-COSYVOICE-001 optional local TTS execution provider,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-RNNOISE; PROFILE-ASSISTANT; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-RESOURCE; AUTH-REGISTRY; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-115-POS,AT-CAP-115-NEG,EVID-CAP-115-CURRENT-HOST,ROLLBACK-CAP-115,DEC-CAP-115; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-AUDIO-001; GC-10; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
115,CAP-116,Real-Time Voice Interaction & Conversational Audio,10,"Audio, Video, Streaming & Realtime",MANDATORY,PROFILE/JOB/COND,ElevenLabs cloud `REQ-ADAPTER + REF`; local Qwen/CosyVoice/XTTS route; FA3-PROVIDER-COSYVOICE-001 canonical optional local projection,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-RNNOISE; PROFILE-ASSISTANT; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-RESOURCE; AUTH-REGISTRY; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-116-POS,AT-CAP-116-NEG,EVID-CAP-116-CURRENT-HOST,ROLLBACK-CAP-116,DEC-CAP-116; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-AUDIO-001; GC-10; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
116,CAP-117,AI Voice & Vocal Production,10,"Audio, Video, Streaming & Realtime",MANDATORY,PROFILE/JOB/COND,Kits AI `REQ-ADAPTER + REF`; consent/licence/provenance gates; FA3-PROVIDER-COSYVOICE-001 zero-shot/instruct provider behind the same consent/licence/provenance boundary,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-RESOURCE; AUTH-REGISTRY; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-117-POS,AT-CAP-117-NEG,EVID-CAP-117-CURRENT-HOST,ROLLBACK-CAP-117,DEC-CAP-117; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
117,CAP-118,Human Motion Capture / Pose & Performance Capture,10,"Audio, Video, Streaming & Realtime",MANDATORY,SESSION/PROFILE/JOB,PoseAI/PoseCameraAPI primary; Bforartists primary + Blender compatibility; Unreal bridge,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-UNREAL; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-RESOURCE; AUTH-REGISTRY; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-118-POS,AT-CAP-118-NEG,EVID-CAP-118-CURRENT-HOST,ROLLBACK-CAP-118,DEC-CAP-118; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; GC-09; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
118,CAP-119,Physical AI / World Model & Simulation,8,"Engineering, Research, Simulation & Learning",MANDATORY,PROFILE/JOB/LAB,NVIDIA Cosmos 3 `REQ-ADAPTER + REF`; provider-neutral World/Reasoner/Evaluator APIs,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-PERSONA; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-DURABLE; AUTH-POLICY; AUTH-REGISTRY; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-119-POS,AT-CAP-119-NEG,EVID-CAP-119-CURRENT-HOST,ROLLBACK-CAP-119,DEC-CAP-119; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; GC-05; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
119,CAP-120,"Experimental AI Application Discovery, Evaluation & Promotion",11,Desktop Experience & Operations UX,MANDATORY,SESSION/LAB/GATE,Pinokio AI `REQ-ADAPTER + REF`; Stability Matrix media reference; canonical promotion fabric,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-POLICY; AUTH-HUMAN,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-120-POS,AT-CAP-120-NEG,EVID-CAP-120-CURRENT-HOST,ROLLBACK-CAP-120,DEC-CAP-120; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
120,CAP-121,"Agentic Timeline Editing, Browser/Desktop Video Editing & Render Control",9,"Creative Design, Film, DCC & Documents",MANDATORY,SESSION/PROFILE/JOB,OpenCut és libopenshot `REQ-ADAPTER + REF`; OpenShot MCP; Kdenlive human finishing; OTIO interchange,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-CONVERSATIONAL-NLE; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE; PROFILE-AGENT-OPERABLE-SURFACE,AUTH-REGISTRY; AUTH-HUMAN; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-121-POS,AT-CAP-121-NEG,EVID-CAP-121-CURRENT-HOST,ROLLBACK-CAP-121,DEC-CAP-121; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-MEDIA-001; FA3-REG-001; FA3-REG-002; FA3-REG-003; FA3-MOZ-AAF-001,v2.0.20 §15 + v3.0.11 overlays
121,CAP-122,"Professional AI Photography, RAW Development, Generative Retouch & Photo Production",9,"Creative Design, Film, DCC & Documents",MANDATORY,SESSION/PROFILE/JOB,"digiKam, darktable, GIMP, ComfyUI, LittleCMS, ExifTool, ImageMagick",PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-REGISTRY; AUTH-HUMAN; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-122-POS,AT-CAP-122-NEG,EVID-CAP-122-CURRENT-HOST,ROLLBACK-CAP-122,DEC-CAP-122; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
122,CAP-123,Media Production Pipeline & Asset Coordination,9,"Creative Design, Film, DCC & Documents",MANDATORY,PROFILE/JOB/COND,canonical production contracts + OpenAssetIO-compatible asset/review boundary; AYON `COND + REQ-ADAPTER + REF/CANDIDATE`; OpenPype legacy only,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-CONVERSATIONAL-NLE; PROFILE-RAV1E; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-REGISTRY; AUTH-HUMAN; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-123-POS,AT-CAP-123-NEG,EVID-CAP-123-CURRENT-HOST,ROLLBACK-CAP-123,DEC-CAP-123; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-MEDIA-001; GC-03; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
123,CAP-124,"Audacity Native MCP Audio Editing, Repair & Utility Processing",10,"Audio, Video, Streaming & Realtime",MANDATORY,SESSION/PROFILE/JOB,AudacityMCP `REQ-ADAPTER + REF`; OpenVINO plug-in `COND/REF`; Ardour finishing authority,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-HEADLESS-DAW; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-RESOURCE; AUTH-REGISTRY; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-124-POS,AT-CAP-124-NEG,EVID-CAP-124-CURRENT-HOST,ROLLBACK-CAP-124,DEC-CAP-124; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; GC-14; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
124,CAP-125,"AI Prose Quality, Register-Aware Editing & Anti-Slop",9; 12,"Creative Design, Film, DCC & Documents; Observability, Quality, Delivery & Feedback",MANDATORY,PROFILE/JOB/GATE,canonical Prose Quality/Edit contracts; `hardikpandya/stop-slop` `REQ-ADAPTER + PRIMARY-REF`; human acceptance authority,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-DOC-KNOWLEDGE-COMPILATION; PROFILE-LIBREOFFICE; PROFILE-PRESENTATION-DESIGN; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-REGISTRY; AUTH-HUMAN; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-125-POS,AT-CAP-125-NEG,EVID-CAP-125-CURRENT-HOST,ROLLBACK-CAP-125,DEC-CAP-125; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-KNOW-001; FA3-DOC-001; GC-06; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
125,CAP-126,"Autonomous AI Film Production, Shot Graph, Render, Post-Production & Quality Governance",9,"Creative Design, Film, DCC & Documents",MANDATORY,PROFILE/JOB/GATE,signed StudioContractPack; FilmShotGraph/CreativeWorkflowIR consolidation; ACES/VFX/QC/C2PA; Bforartists primary; OTIO/Kdenlive; Temporal; G0–G5/A-01…A-08,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-CONVERSATIONAL-NLE; PROFILE-PROGRESSIVE-FIDELITY; PROFILE-UNREAL; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-REGISTRY; AUTH-HUMAN; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-126-POS,AT-CAP-126-NEG,EVID-CAP-126-CURRENT-HOST,ROLLBACK-CAP-126,DEC-CAP-126; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-MEDIA-001; FA3-MEDIA-002; GC-09; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
126,CAP-127,"GPU Ray Tracing, Hardware Traversal, Render Acceleration & Denoising Compatibility",2; 9,"Resource, Storage & Lifecycle; Creative Design, Film, DCC & Documents",MANDATORY,PROFILE/JOB/GATE,provider-neutral Ray Tracing API; NVIDIA OptiX primary replaceable REF,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-GPU-ROLES; PROFILE-UNREAL; PROFILE-PRECISION; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-RESOURCE; AUTH-HOST-LIFE; AUTH-REGISTRY; AUTH-HUMAN; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-127-POS,AT-CAP-127-NEG,EVID-CAP-127-CURRENT-HOST,ROLLBACK-CAP-127,DEC-CAP-127; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-HOST-005; GC-09; GC-12; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
127,CAP-128,"Generative Media Intra-Trajectory Cache, Step/Feature Reuse & Quality-Governed Inference Acceleration",5; 9,"Unified AI Gateway, Model & Memory; Creative Design, Film, DCC & Documents",MANDATORY,PROFILE/JOB/GATE,MeanCache `REQ-ADAPTER + REF`; Flow-Matching JVP/velocity reuse,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-DENOISER-RESIDENCY; PROFILE-PRECISION; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-AI-ROUTING; AUTH-REGISTRY; AUTH-MEMORY; AUTH-RESOURCE; AUTH-HUMAN; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-128-POS,AT-CAP-128-NEG,EVID-CAP-128-CURRENT-HOST,ROLLBACK-CAP-128,DEC-CAP-128; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-AI-004; GC-12; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
128,CAP-129,"External Cloud AI, Volcengine Capability & Managed Service Integration",5,"Unified AI Gateway, Model & Memory",MANDATORY,COND/PROFILE/JOB,provider-neutral cloud AI contracts; Volcengine/Ark/VikingDB adapters,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-AI-ROUTING; AUTH-REGISTRY; AUTH-MEMORY; AUTH-RESOURCE,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-129-POS,AT-CAP-129-NEG,EVID-CAP-129-CURRENT-HOST,ROLLBACK-CAP-129,DEC-CAP-129; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
129,CAP-130,"Distributed High-Throughput Compute, Batch Scheduling & Opportunistic Resource",2; 6,"Resource, Storage & Lifecycle; Agent Orchestration & Harness",MANDATORY,PROFILE/JOB,HTCondor `REQ-ADAPTER + PRIMARY-REF`; Temporal workflow authority,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-ACTIVATION-SOLVER; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-CPU-NUMA; PROFILE-GPU-ROLES; PROFILE-AISTORE; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-RESOURCE; AUTH-HOST-LIFE; AUTH-REGISTRY; AUTH-DURABLE; AUTH-POLICY,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-130-POS,AT-CAP-130-NEG,EVID-CAP-130-CURRENT-HOST,ROLLBACK-CAP-130,DEC-CAP-130; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-005; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-HOST-001; FA3-HOST-005; FA3-DATA-002; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
